X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,T,Y
0.0093773628179588,0.8106173032374941,0.09039376191415,0.8395287697152557,0.7107459868466981,0.7785720948749224,0.3507998526843534,0.5303388365495885,0.3119420369811875,0.3316252749745032,0.9355796584228054,0.4044258119323882,0.5887394473515855,0.3999519731954742,0.9244860926293732,0.6721196975009697,0.9220025290010814,0.1266296686318184,0.7790162847606955,0.46011003501217,0,0.970988319590694
0.0743294914080715,0.9826765657863512,0.6329556039226453,0.7416526557492732,0.7034963287544277,0.3689878003263604,0.8853254709432783,0.6745914882294649,0.7458234109327143,0.7371429739842117,0.4717000159150116,0.3137460175076543,0.8760393461911332,0.397333039046698,0.5113802677219577,0.2470978740861513,0.5196669789890933,0.8823207586107403,0.0406378498125136,0.6045392353916065,0,0.9841066370159391
0.1822302920817767,0.5963764221807037,0.9588578039105364,0.9117135536627652,0.8625793800589888,0.0679675547407765,0.0832285535161972,0.8861878794360668,0.0532668487441244,0.0776822210119734,0.4039445868171963,0.2745684853098564,0.1760205368157967,0.4747304320518751,0.2463290180738341,0.3810147266457065,0.7415920927025513,0.4708157080402676,0.515427958204308,0.6917815856656431,1,-2.811409492226873
0.1388721668380466,0.2861813495836798,0.3003778836802524,0.1675177197647643,0.4201203295952181,0.243319219626375,0.5795449662249825,0.2575029111597543,0.6332299344895,0.5487113665455398,0.3590265283512214,0.387118876542861,0.6022581416742019,0.2696646233548099,0.0419530589580112,0.5517378745594012,0.6640762142254623,0.278110757545876,0.8902298004200044,0.4823188981711882,1,4.582825235975099
0.8007310352211042,0.4184184880893301,0.6751329510204471,0.1685018950349763,0.8840797170051681,0.61936008124671,0.9963687271816524,0.7566764450836366,0.5198922344966933,0.6604049114945254,0.7549948446137108,0.1679289208805124,0.3138811294841949,0.1876930122518364,0.2735016939688126,0.9346685942786676,0.1478713453467824,0.5435701195888506,0.0283014249569322,0.60223788917435,0,1.3625669043070128
0.8944797647600884,0.0475699836689085,0.0230920482812952,0.8142604355467857,0.5478617012226835,0.3013822792046965,0.7702563091425944,0.6027875254278902,0.1278729069594133,0.8196310551335402,0.4694318686431701,0.491216548467058,0.8060422571545746,0.115658878570047,0.7690222269869583,0.8872679536188416,0.847073297422142,0.1798509705577501,0.7598817812085099,0.7930057170122555,1,-1.8691645091104787
0.9415292908858212,0.0347857153545076,0.3439635964984492,0.1523839247469101,0.7058709432048039,0.1604839942481923,0.482886355217657,0.3229867517615236,0.6015229075089781,0.0408448761456261,0.3302881883566775,0.6985382399919573,0.1706891161832925,0.1048312765425966,0.8065893438918321,0.3214142644460306,0.7026117206147623,0.97839289210664,0.4668243286040671,0.4630876803728139,1,-1.933610908487445
0.3021491771120496,0.7835892245308654,0.1951805852377497,0.7299077489395813,0.509178090264489,0.2855150108914838,0.1107476373230406,0.5555768619497131,0.7801335795068661,0.6263467636087351,0.7172717195097221,0.7363008030069225,0.2064727648068344,0.3816438499714873,0.0617461526599227,0.7968351814149844,0.4132146718403382,0.3313444443963332,0.0042388358699994,0.9960940558171896,0,2.978158928833172
0.1442429407261081,0.1501553138785447,0.349979670262506,0.4209798790213526,0.4704993945850326,0.807118194627764,0.7978109582318366,0.7155311813600442,0.313568631220274,0.3701929057772649,0.6236547579539773,0.3247970809058224,0.3615264035497829,0.2976618786431237,0.3554390661776837,0.7428048521719712,0.0207574383602476,0.2493722585125897,0.443553547940722,0.83581562829148,1,3.3318363485129128
0.545947466793846,0.4135562203863373,0.780199083208053,0.7170296848299927,0.1776747582880296,0.289801205100623,0.8595225030496201,0.0300284419659974,0.8122828569236781,0.2344593804749307,0.6933810257765712,0.4890504880875876,0.6887139343022657,0.8232649392350717,0.7050019251834607,0.6991096455963495,0.0226775262939521,0.4191212544046407,0.5523385130681522,0.3563591805067253,1,3.080466119142211
