X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,T,Y
0.2614147153727814,0.4603154457290669,0.8772154234752108,0.632289407427463,0.917386040999868,0.5051451819060677,0.2938205423302298,0.527001853291424,0.0002061837302845,0.3717327241846192,0.0949558315586174,0.4579414528407036,0.5456118873087725,0.8951650403567214,0.0360708636261702,0.7383049534107786,0.6709418679819406,0.7365718403714889,0.9191396968782746,0.7917031130839871,1,4.123913368306387
0.2011057364873234,0.6409918228292595,0.9873799433731252,0.4693682230565912,0.6887910910562264,0.523216354428193,0.045183841994133,0.5589553274505396,0.4635363040517096,0.4202747266506232,0.4151343449430583,0.2255891185520456,0.5869786155921533,0.43293415961688,0.8359410856624323,0.5672457696165164,0.3470643536887019,0.7999197314813578,0.3899721381026988,0.9842291631909984,0,1.3148486417478649
0.3307893318861976,0.262913499246074,0.4820426827665974,0.7684234550923247,0.4524278979586581,0.8566291754839059,0.3008408833817515,0.5248545102908062,0.8175740756870854,0.6283805034618875,0.7894249491975457,0.8513110332237802,0.7357227471400013,0.4322605502352217,0.5189363488134645,0.5695681215554739,0.5828110600565897,0.321648931589803,0.6430376852135605,0.566334290210846,0,2.1487340400321457
0.3186808577650759,0.3586885264198913,0.1984635699589442,0.6586229932857635,0.7475217748349651,0.664811050453542,0.4143839033795439,0.7097679424961234,0.6097303756767529,0.0570479523832847,0.3680186007198742,0.9801182287358704,0.5553124205106346,0.7891038042664869,0.5358623837156645,0.9436075147364084,0.9907783727210632,0.539526133087463,0.995032280876554,0.3406212545968878,1,3.524247562086819
0.92678530689095,0.7918138765540679,0.8638779641383997,0.1283269903919512,0.0531309246049177,0.5980080867588883,0.6471937552445017,0.8946120084523776,0.2657003423629773,0.8839115704505491,0.6361811954984611,0.96804160836428,0.0189655289069898,0.5269273890347274,0.409853682730355,0.3921118883668875,0.4798844110382764,0.9610142609543596,0.565294448083369,0.0875844691344195,1,-3.4451284205469612
0.3607330064713483,0.3899509872522465,0.8014531503805961,0.5080867712569533,0.1409872710794751,0.0396169402956035,0.3370324618010474,0.6806869252068071,0.7537157047101866,0.3117107978334528,0.1802586836839899,0.6018898155569682,0.39089531097963,0.9750381334709752,0.3602897317829641,0.4040479187469854,0.0110563007015136,0.9045916402078366,0.8563293928170476,0.4073869439171419,0,-0.0476266203941755
0.3380163920277069,0.1384197590114328,0.1745586727429272,0.8929644392169418,0.4856640791580914,0.4366268582798819,0.5644807705298583,0.5543916444904736,0.6880931284852951,0.0278314714388068,0.5850624215575606,0.7105897843414108,0.2314241632458844,0.2396687009713421,0.5673700516763304,0.8195978316870075,0.918244897743998,0.6372261867320893,0.5328296937859694,0.4461329528066883,1,-1.4274894550342268
0.4154995059254943,0.4970949950588784,0.1335740981644609,0.690988475038538,0.5325227260669004,0.0719648402633119,0.7362491608907669,0.954522081809236,0.528981502648982,0.3489367889276292,0.6792990313619555,0.4700884549364893,0.3143427347367169,0.3989548631378244,0.0836282204912052,0.2859826394119271,0.3474502903320249,0.8451221643516226,0.4390049872968288,0.9301614908278002,0,1.707449633829505
0.4793381689149861,0.1447582994425338,0.4896154523749549,0.1027951105207172,0.3629095888465008,0.9805648450851622,0.1986022469091443,0.1090281870893155,0.6986784061999868,0.4282848707988389,0.25706757533274,0.2952077880689128,0.8013090351400116,0.224908029234964,0.4179909507598972,0.2538005790187519,0.9310979843920686,0.6863739302789161,0.7921526832999936,0.944227074880026,0,1.4307480667957606
0.1826793140203328,0.5104345772525439,0.5199205701654823,0.0996820585688303,0.0737172491883849,0.7350121263614064,0.7680009913128607,0.2982244754301203,0.757937742253827,0.3399553974365515,0.0337448973796279,0.1978439556463908,0.225655960641237,0.0100942798786903,0.2663406612562176,0.850792166592595,0.436728396997092,0.9993161762244488,0.5897874406339988,0.0780248807142267,0,-0.0811052899166461
0.1887797444096317,0.7884734773383888,0.7364902989581416,0.0699890160655626,0.8672432583961,0.3938166068303523,0.186921312836544,0.0742538276248216,0.7057394119149544,0.358054127199554,0.2297038677983586,0.6303194109373613,0.1807160039779806,0.1320597817988544,0.0440980435929794,0.6156823732181561,0.3263887016243194,0.3636374476774683,0.713977898529059,0.0881899956124983,0,0.893826410632788
0.8268880493041602,0.161413322012313,0.473219336702563,0.6738441086553146,0.426145527904825,0.927943046904984,0.0852321328961867,0.4726828222853096,0.2068737289807626,0.6346754448527978,0.8344599762010979,0.8901710983798807,0.9657853058669372,0.4502685891572107,0.9757247222840734,0.3971086072035301,0.1445515081989582,0.2335673311542918,0.0990882104449512,0.8072005793492149,0,1.49355758364127
0.0324709880310807,0.3497356832214617,0.7259784580407789,0.7987463693092233,0.6100184468233295,0.2310028286623184,0.5133773133860348,0.8464111457555309,0.3065627835804934,0.9457183465117038,0.3398156333498399,0.8948246686610889,0.252826968991732,0.0472186871727164,0.0277629146791097,0.525392065098251,0.338952552630113,0.8177518056008409,0.837210625260974,0.2579792987448512,0,2.4837533075672105
0.2435312362747566,0.409594367838588,0.0625042916739704,0.0293231284283317,0.9543964828808474,0.7260762011451324,0.5085765468033205,0.3920636825537369,0.9137458966618112,0.2424425074594189,0.6967142564736809,0.3241702506520778,0.4840846385562405,0.4836060851588137,0.6137230331520173,0.2449626251357876,0.3712752080301559,0.6514943541621402,0.137870658383841,0.1025213369058531,1,4.178412469836632
0.1315327875274454,0.3704914920560322,0.9786246070880192,0.399871732458904,0.4772763828062984,0.9047723791301684,0.577418527565239,0.566235559199043,0.1310888427487312,0.2640083257133673,0.2585074867161058,0.6866313092208461,0.9433181912057348,0.3835203781616538,0.831822091243817,0.3191436436440248,0.679147112539392,0.306621598698934,0.3868526545234014,0.5582524539321585,1,-1.002545977834309
0.8639876717185411,0.682323452605493,0.9263373390090428,0.6518889201581038,0.5998543439883808,0.6491215384261536,0.5752301425294778,0.4537573894276399,0.6417529088485929,0.1020121657362891,0.4833825065546417,0.1918678130103586,0.1191127282583599,0.9001645534333612,0.8446909908957035,0.2194643455588742,0.46721920071339,0.8034761674484483,0.2953922305155874,0.8895044788388841,0,1.2228931741017748
0.919198555595499,0.4779754858293793,0.3782560709853684,0.2114111907561791,0.4603850319735308,0.7262632571048593,0.1963896485563369,0.943776754322682,0.9372157818653036,0.7505018911716089,0.6964368209296232,0.0630242981667773,0.0772262757821321,0.1581748191674944,0.732108291233674,0.1719568510969499,0.1838976071014286,0.0098676805383375,0.4382391280584142,0.1083565184359051,1,-0.5071426036470694
0.4185379970970735,0.8808288399092514,0.2808744334503965,0.0021616076829444,0.8152310105166862,0.6481137784506694,0.5093925177906393,0.7338453226566284,0.043155751800616,0.1235980332418646,0.5481389099012598,0.9482822360781124,0.9151577434204208,0.6825842780611882,0.1959291398938055,0.4884849734415285,0.9395212010106004,0.9330214864168016,0.7862506434897955,0.3202470636216015,1,-0.9870946829183966
